,bank,name,address,x,y,행정구
132,NH농협은행,장한평역지점,서울특별시 동대문구 장안동 장한로 6,37.5618488,127.0654294,동대문구
133,NH농협은행,전농동지점,서울특별시 동대문구 전농동 전농로 136,37.5770373,127.0581183,동대문구
134,NH농협은행,정릉지점,서울특별시 성북구 정릉동 보국문로 40,37.6081394,127.0102783,성북구
135,NH농협은행,정부서울청사지점,서울특별시 종로구 세종로 세종대로 209,37.5748454,126.9754214,종로구
136,NH농협은행,정부서울청사지점 별관(출),서울특별시 종로구 도렴동 사직로8길 60,37.5731228,126.9747588,종로구
137,NH농협은행,종로1가지점,서울특별시 종로구 청진동 종로5길 7,37.5714504,126.9801788,종로구
138,NH농협은행,종로금융센터,서울특별시 종로구 견지동 우정국로 38,37.5735218,126.9830126,종로구
139,NH농협은행,종로대기업금융센터,서울특별시 종로구 청진동 종로5길 7,37.5714504,126.9801788,종로구
140,NH농협은행,중계동지점,서울특별시 노원구 상계6동 동일로 1351,37.6492519,127.0616155,노원구
141,NH농협은행,중앙본부(출),서울특별시 중구 충정로1가 새문안로 16,37.56640640000001,126.9684511,중구
142,NH농협은행,중화동지점,서울특별시 중랑구 중화2동 동일로 769,37.5990659,127.0795609,중랑구
143,NH농협은행,창동하나로(출),서울특별시 도봉구 창동 마들로11길 20,37.6547765,127.0508036,도봉구
144,NH농협은행,천호동지점,서울특별시 강동구 천호동 올림픽로 659,37.5403059,127.1235086,강동구
145,NH농협은행,청계지점,서울특별시 중구 황학동 청계천로 370,37.5705223,127.0186879,중구
146,NH농협은행,청담동지점,서울특별시 강남구 청담동 영동대로 706,37.5207985,127.0573023,강남구
147,NH농협은행,청량리지점,서울특별시 동대문구 청량리동 왕산로 191,37.5801596,127.0443169,동대문구
148,NH농협은행,충무로지점,서울특별시 중구 필동1가 퇴계로 187,37.5610862,126.9924672,중구
149,NH농협은행,충정로역지점,서울특별시 서대문구 충정로3가 충정로 23,37.5612703,126.963012,서대문구
150,NH농협은행,코엑스지점,서울특별시 강남구 삼성동 테헤란로87길 22,37.5095909,127.0592738,강남구
151,NH농협은행,태릉지점,서울특별시 노원구 공릉동 화랑로 447,37.6184476,127.0769833,노원구
152,NH농협은행,태평로금융센터,서울특별시 중구 태평로2가 세종대로 92,37.5630063,126.9763875,중구
153,NH농협은행,테헤란로금융센터,서울특별시 강남구 대치동 테헤란로 424,37.5054413,127.0535803,강남구
154,NH농협은행,평화지점,서울특별시 중구 을지로6가 청계천로 260-20,37.5677844,127.0068849,중구
155,NH농협은행,한강로지점,서울특별시 용산구 한강로3가 한강대로 45,37.5276547,126.9622041,용산구
156,NH농협은행,한남동지점,서울특별시 용산구 한남동 한남대로21길 17,37.5341095,127.0065192,용산구
157,NH농협은행,합정동지점,서울특별시 마포구 서교동 양화로 92,37.5521287,126.9179088,마포구
158,NH농협은행,화곡지점,서울특별시 양천구 신월동 가로공원로 162,37.5364217,126.83411,양천구
159,NH농협은행,화양지점,서울특별시 성동구 성수동2가 아차산로17길 48,37.5466713,127.0661249,성동구
160,NH농협은행,회현역지점,서울특별시 중구 남창동 퇴계로 57,37.5580788,126.9776197,중구
161,NH농협은행,흑석동지점,서울특별시 동작구 흑석동 서달로 150,37.5066658,126.9621884,동작구
162,SC제일은행,가락중앙,서울특별시 송파구 가락동 중대로9길 39,37.4965528,127.1182853,송파구
163,SC제일은행,강남PB센터,서울특별시 강남구 도곡동 남부순환로 2806,37.4892827,127.0528042,강남구
164,SC제일은행,강남역,서울특별시 강남구 역삼동 강남대로 406,37.4990329,127.0276653,강남구
