,레이블,2024_population,bank_count,company_count,Income
0,0,6102935.0,5.4496295865,3354.1253575,41831.5
1,1,1573933.4444444445,1.6598300265555557,1525.3747582222222,36699.77777777778
2,2,9924826.0,2.3354273545,2505.8343320000004,35786.5
3,3,4245988.666666667,6.088799863999999,3453.115924,40938.666666666664
4,4,2925141.0,2.8069900383333337,2056.1080930000003,39077.11111111111
